,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
2579,569026124484706304,negative,1.0,Customer Service Issue,0.393,United,dtcurtbrown,0,@united flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.,2015-02-21 06:49:34,,
5353,569171003852468224,positive,1.0,,,Southwest,KyleHarward,0,@SouthwestAir @SouthwestOliver that's a great FA right there.,2015-02-21 16:25:16,"Farmington, Utah",
3137,568647206695120896,positive,1.0,,,United,clkc86,0,@united  Great customer service again. Thanks!,2015-02-20 05:43:53,,
5471,568964732981530624,positive,1.0,,,Southwest,shankarpranam,0,@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH,2015-02-21 02:45:37,Raleigh,
10677,568992118309462016,negative,1.0,Can't Tell,1.0,US Airways,Vinner12,0,@USAirways fuck you.,2015-02-21 04:34:27,,
999,569969952654028800,positive,1.0,,,United,herma48852,0,@united Pleased to be a Premier Platinum,2015-02-23 21:20:00,,
3999,567883485542658048,negative,1.0,Customer Service Issue,0.6559999999999999,United,tomcrabtree,0,"@united My wife has been on the phone several times for past 3 days, with no result.",2015-02-18 03:09:08,San Francisco,Pacific Time (US & Canada)
13317,569890836361580544,negative,1.0,Customer Service Issue,1.0,American,FooyaBabs,0,@AmericanAir yes but not with much help from you guys,2015-02-23 16:05:38,New York,
6812,570238950801059840,positive,1.0,,,Delta,lalunkee,0,"@JetBlue Annnndddd, I just booked my flight. That was easy.",2015-02-24 15:08:55,All over ...,Eastern Time (US & Canada)
2079,569381891809214464,negative,1.0,Customer Service Issue,0.6762,United,Mare_McCoy,0,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?,2015-02-22 06:23:16,Kansas,Central Time (US & Canada)
11475,568081401053974528,negative,1.0,Customer Service Issue,1.0,US Airways,_JoeChuck,0,@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had,2015-02-18 16:15:35,CT to Queens ,Eastern Time (US & Canada)
630,570237261494792192,negative,1.0,Late Flight,1.0,United,Twist_OP,0,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,2015-02-24 15:02:12,Midwest,Central Time (US & Canada)
7966,568920810947272704,negative,0.653,longlines,0.3513,Delta,noplasticshower,0,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,2015-02-20 23:51:06,planet earth,
11501,568064972086906880,negative,1.0,Customer Service Issue,1.0,US Airways,istackfranklins,0,"@USAirways 
This is how vacations get Cancelled Flightled been on hold ⤵for 40+ minutes still havent talked to anyone. #failure http://t.co/ef4P0HISHb",2015-02-18 15:10:18,,
10415,569322901691707392,neutral,0.6667,,0.0,US Airways,KitchenRecess,0,@USAirways Don't want to clog your already-crowded line with a special meal request. Can someone DM me to sort out? #vegetarianproblems :),2015-02-22 02:28:51,,
1422,569724245963444224,negative,1.0,Customer Service Issue,1.0,United,kyles32,0,@united customer service is the WORST. hanging up on customers intentionally after one hour on hold.,2015-02-23 05:03:39,,
14074,569670589646032896,negative,1.0,longlines,0.341,American,smb510,0,@AmericanAir spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least.,2015-02-23 01:30:27,Far From Home,Eastern Time (US & Canada)
9727,569693042040418304,negative,1.0,Customer Service Issue,1.0,US Airways,jrscharf,0,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.,2015-02-23 02:59:40,,Eastern Time (US & Canada)
635,570235686470746112,negative,1.0,Can't Tell,0.6723,United,8629Fissile,0,@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you,2015-02-24 14:55:56,,London
12174,570269774594224128,negative,0.7148,Can't Tell,0.3889,American,rqualls,0,@AmericanAir @lpalumbo what weather sun is out,2015-02-24 17:11:24,,
1272,569858231759085571,negative,1.0,Customer Service Issue,1.0,United,craigsmail,0,@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?,2015-02-23 13:56:04,"Kansas City, USA",Eastern Time (US & Canada)
9285,570007297927221249,negative,1.0,Customer Service Issue,0.6764,US Airways,bbuck22,1,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable,2015-02-23 23:48:24,"Las Vegas, NV",Pacific Time (US & Canada)
11390,568151138421207040,negative,1.0,Cancelled Flight,1.0,US Airways,as4438,0,@USAirways stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville,2015-02-18 20:52:41,,
8618,568107407647207424,negative,0.6747,Damaged Luggage,0.6747,Delta,LisaPal,0,@JetBlue but you guys should know that musicians are very sensitive about the safety of their instruments when flying. For good reason.,2015-02-18 17:58:55,"New Orleans, LA",Central Time (US & Canada)
11765,567771635139502080,negative,1.0,Customer Service Issue,0.6845,US Airways,_JoeChuck,1,@USAirways on hold for 2 hours. You know what just keep my money,2015-02-17 19:44:41,CT to Queens ,Eastern Time (US & Canada)
10044,569558377178603520,negative,1.0,Cancelled Flight,1.0,US Airways,smw04,0,@USAirways @corybronze  INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport! #FAIL,2015-02-22 18:04:33,,Atlantic Time (Canada)
10047,569558096613380098,negative,1.0,Can't Tell,1.0,US Airways,sydlisterney,0,@USAirways Round Two of being THE worst airline ever.,2015-02-22 18:03:26,babynole'18,Quito
12952,569974318463119361,positive,1.0,,,American,jjqb1,0,@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all,2015-02-23 21:37:21,,Buenos Aires
14513,569604909571678208,negative,1.0,Customer Service Issue,1.0,American,Kaywillsmith,0,@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,2015-02-22 21:09:27,The City of Big Shoulders,Central Time (US & Canada)
11002,568624462863720448,negative,0.7109,Late Flight,0.3609,US Airways,kayjoooo,0,@USAirways doesn't want me to get home,2015-02-20 04:13:31,,Eastern Time (US & Canada)
7195,569894640675102722,negative,1.0,Customer Service Issue,1.0,Delta,Balhajji,0,"@JetBlue  Called JB 3 times!Everytime, Auto Vmsg:""your wait time should not be longer than 9 mins"" waited longer than 18 mins and no answer!",2015-02-23 16:20:45,USA,
7606,569511892215062528,negative,0.6477,Late Flight,0.6477,Delta,candygrrl2001,0,"@JetBlue  hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear..",2015-02-22 14:59:50,,
2013,569475092582789120,negative,1.0,Customer Service Issue,1.0,United,traceyabbywhite,0,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,2015-02-22 12:33:37,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
14635,569587686496825344,positive,0.3487,,0.0,American,KristenReenders,0,@AmericanAir thank you we got on a different flight to Chicago.,2015-02-22 20:01:01,,
6269,568086073814827008,negative,1.0,Customer Service Issue,1.0,Southwest,SamanthaCaron,0,@SouthwestAir it would be nice if I could talk to an agent rather than get caught up w/ a promotion &amp; then be hung up on,2015-02-18 16:34:09,CA,Pacific Time (US & Canada)
10942,568773869512761345,positive,1.0,,,US Airways,altadenadad,0,@USAirways Thks US #1786 2/19 PHL to FLL. Overall 1st class has improved with more food now on PHL to FLL and most crews are super.,2015-02-20 14:07:12,"Haverford, PA & Wilton Manors ",Atlantic Time (Canada)
5459,568976030947418112,negative,0.6598,Bad Flight,0.3402,Southwest,Julia_Pabst,0,"@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies""",2015-02-21 03:30:31,Los Angeles,Pacific Time (US & Canada)
7348,569655262765719553,negative,1.0,Flight Booking Problems,1.0,Delta,jennielin,0,@JetBlue what happens when I have a confirmed flight but no seat available during online checkin except for Even More Space upgrades?,2015-02-23 00:29:32,"San Francisco, CA",Pacific Time (US & Canada)
7178,569918453722656768,positive,1.0,,,Delta,bostongarden,0,@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!,2015-02-23 17:55:22,"Boston, Austin, Kansas City ",Eastern Time (US & Canada)
7818,569230445654740992,neutral,0.6517,,0.0,Delta,BernardLeCroix,0,@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,2015-02-21 20:21:28,"Providence, RI",Eastern Time (US & Canada)
6394,567886632155680770,positive,1.0,,,Southwest,brookem,1,"@SouthwestAir - total win!! Happy 7th bday on intercom, chocoLate Flight kisses, and a chance to hand out snacks.Thank you. http://t.co/NKloZcNtto",2015-02-18 03:21:38,Dallas,London
10344,569360552272769024,negative,1.0,Customer Service Issue,1.0,US Airways,TheSanjR,0,"@USAirways stranded at BWI after two diversions. No cust service, no transport. Dumped here. Terrible customer service!",2015-02-22 04:58:28,,Eastern Time (US & Canada)
4257,567746540903493632,negative,1.0,Bad Flight,1.0,United,tcfitz3,0,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,2015-02-17 18:04:58,Houston,Central Time (US & Canada)
11201,568438860390244353,negative,0.6578,Late Flight,0.6578,US Airways,cahillwilliamr,0,@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time,2015-02-19 15:56:00,,
1312,569838593423708160,neutral,1.0,,,United,SwtSarandipity,0,@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother,2015-02-23 12:38:02,"Hurst, TX",
5694,568802037057646594,neutral,1.0,,,Southwest,_mighty_max_,0,@SouthwestAir @Vindictive_tK Larry David works for southwest?,2015-02-20 15:59:08,"Raleigh, NC",
4715,569904613069103104,negative,1.0,Lost Luggage,1.0,Southwest,B_Mac87,0,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours.",2015-02-23 17:00:22,"Raleigh, North Carolina",Mountain Time (US & Canada)
13574,569823770308939776,negative,1.0,Customer Service Issue,1.0,American,nickey_y,0,"@AmericanAir i tried all day. Have been disconnected due to ""heavy call volume.""",2015-02-23 11:39:08,,
7085,569938848156930050,neutral,1.0,,,Delta,findyaedges,0,You know what ... RT “@JetBlue: Our fleet's on fleek. http://t.co/WJYAs2D94n”,2015-02-23 19:16:25,ON. ,Central Time (US & Canada)
12273,570246800247902208,negative,1.0,Flight Attendant Complaints,0.3646,American,Flora_Lola_NYC,0,"@AmericanAir To announce DURING BOARDING that you chose to limit catering to the point that you WILL run out shows a lack of planning, IMO.",2015-02-24 15:40:06,,Eastern Time (US & Canada)
2918,568831929102913536,negative,1.0,Bad Flight,1.0,United,Mortars254,1,@united the new seats on the Canadaair regional jets just plain suck.,2015-02-20 17:57:54,The Commonwealth of Virginia,Quito
8305,568502279193681921,negative,1.0,Customer Service Issue,0.6443,Delta,MikewDickman,0,"@JetBlue Apparently, the substitute pilots for flight #69 from BOS to FLL can't be found. No info is avail from the counter. How about you?",2015-02-19 20:08:00,South Florida,
2113,569363796113764352,negative,0.6809,Bad Flight,0.3723,United,jackiehoglund,0,@united just DM'd,2015-02-22 05:11:21,"Boston, MA",Quito
10889,568799336097656836,negative,1.0,Flight Booking Problems,0.6703,US Airways,fmrtpr1894,0,@USAirways how about a little help for the two gate agents trying to rebook flight 1707?,2015-02-20 15:48:24,"Boston,MA",
13194,569917117576949760,negative,1.0,Late Flight,1.0,American,ricmarias,0,@AmericanAir We've 15 official complaints signed by #AmericanAirlines Lima supervisor. Customer Relations pls compensate 4 the 10-hour delay,2015-02-23 17:50:04,,Madrid
6446,567855640640516096,positive,1.0,,,Southwest,DebMoshier,0,@SouthwestAir Thank you!  #thankful #feelingtheluv,2015-02-18 01:18:29,,
366,568469942711885825,negative,0.6756,Can't Tell,0.6756,Virgin America,danteusa1,0,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",2015-02-19 17:59:30,,
4457,570245513720647680,negative,1.0,Late Flight,0.6743,Southwest,JLPoeschl,0,"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?",2015-02-24 15:34:59,,
2425,569213883371683840,positive,0.6679,,,United,PierreSchmit,0,"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT",2015-02-21 19:15:39,"Rixensart, Belgium",Brussels
1821,569569272898445313,negative,1.0,Flight Attendant Complaints,0.6837,United,gabi1985,0,@united I unfortunately didn't get her name :( she was not nice!,2015-02-22 18:47:51,"Washington, DC",Eastern Time (US & Canada)
4194,567786652991770629,negative,1.0,Late Flight,1.0,United,applecor2,0,@united thanks finally made it.. Missed meetings but what can I do now?,2015-02-17 20:44:21,,Mountain Time (US & Canada)
12305,570238822157570048,negative,0.6952,Flight Booking Problems,0.6952,American,LSNorwich,0,"@AmericanAir Is it possible to change the FF number on a passenger on a Flight Booking Problems, it won't let me change it?",2015-02-24 15:08:24,,London
10517,569236665950203904,negative,1.0,Cancelled Flight,0.6904,US Airways,WikeMK,0,"@timbennettg3 @USAirways Cancelled Flightled 4532 sch departure 8:38 am, wasn't snowing yet and other flights were still leaving #Fail",2015-02-21 20:46:11,"washington, dc",Eastern Time (US & Canada)
3778,568132185741500416,negative,1.0,Late Flight,1.0,United,JackAcree,0,"@united Nice ""partners"" you have. The delays keep increasing every 20 min @FtLauderdaleSun @orlandosentinel http://t.co/1AtEafnC6R",2015-02-18 19:37:23,United States,Eastern Time (US & Canada)
5624,568853498726449152,neutral,1.0,,,Southwest,djknuckles,0,"@SouthwestAir hello I was talking with @SouthwestVerity but it says you moved here, they sent me a voucher but does not work can u help?",2015-02-20 19:23:37,WORLDWIDE,Pacific Time (US & Canada)
9404,569948356933332992,negative,0.6788,Cancelled Flight,0.6788,US Airways,marvinatorsb,0,"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",2015-02-23 19:54:12,,
12295,570240625536323585,negative,0.6812,Lost Luggage,0.3652,American,betorides,0,"@AmericanAir Yes, talked to them. FLL says is at central. Central says is at FLL and here we go again. I'm betting this will go 6 mths",2015-02-24 15:15:34,,Quito
13345,569884756684476416,negative,1.0,Can't Tell,0.6556,American,61jr,0,@AmericanAir - And @AirSouthwest  had a flight from Chicago to Buffalo about an hour before our flight -- do they not care about safety?,2015-02-23 15:41:28,St. Catharines,
14468,569611482234687488,positive,1.0,,,American,BikashDube,0,"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again.",2015-02-22 21:35:34,,
2621,568987808792223744,negative,1.0,Flight Booking Problems,0.6374,United,danahajek,1,@united trying to book flight w/miles. Was on hold for 50m before I gave up. Need to get 6 on same flight using two diff # and pay 4 1tix,2015-02-21 04:17:19,chicago IL,Central Time (US & Canada)
